id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,city,country,Rating_Scale,Scale_Price
1276002,6938108,Caroline,2013-06-16,within a day,0.9,0.3,f,East Wall,1,1,t,t,53.35176,-6.23248,Entire townhouse,Entire home/apt,5,1.5 baths,3.0,3.0,593.0,2,365,2,2,365,365,2.0,365.0,t,11,34,64,337,70,8,3,2014-01-02,2022-09-11,4.87,4.9,4.85,4.92,4.99,4.4,4.73,f,1,1,0,0,0.66,Dublin,Ireland,Satisfied,Between 500 to 999
1296492,4580868,Brendan And Fernanda,2013-01-03,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.33986,-6.22244,Private room in rental unit,Private room,2,1 bath,1.0,1.0,48.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,54,0,0,2013-10-26,2017-12-20,4.54,4.7,4.6,4.77,4.81,4.58,4.45,f,1,0,1,0,0.5,Dublin,Ireland,Satisfied,Less than 100
1341478,408378,Eddie,2011-02-24,within an hour,1.0,0.88,t,Cabra,4,4,t,f,53.3525,-6.29794,Private room in home,Private room,3,1 private bath,1.0,2.0,141.0,3,150,3,3,150,150,3.0,150.0,t,0,0,0,0,138,25,5,2015-06-04,2022-08-26,4.59,4.74,4.38,4.92,4.95,4.63,4.62,f,3,2,1,0,1.56,Dublin,Ireland,Satisfied,Between 100 to 499
1364560,6977448,Ayelet & Steve,2013-06-18,within an hour,1.0,0.93,f,Rialto,1,2,t,t,53.33677,-6.28899,Private room in home,Private room,2,1 shared bath,1.0,1.0,90.0,3,4,3,3,4,4,3.0,4.0,t,0,0,0,0,140,10,3,2013-08-12,2022-09-05,4.72,4.87,4.88,4.92,4.96,4.4,4.61,f,1,0,1,0,1.27,Dublin,Ireland,Satisfied,Less than 100
1407832,5818278,Therese,2013-04-07,Not Specified,0.0,0.78,f,Blackrock,1,1,t,t,53.29832,-6.17191,Entire home,Entire home/apt,8,3 baths,4.0,5.0,160.0,4,18,4,4,18,18,4.0,18.0,t,0,0,0,0,63,5,1,2013-08-26,2022-08-15,4.94,4.9,4.89,4.98,5.0,4.8,4.86,f,1,1,0,0,0.57,Dublin,Ireland,Satisfied,Between 100 to 499
1411019,765874,Sam,2011-07-01,within an hour,1.0,0.96,f,North City Central/O'Connell Street,5,5,t,t,53.34722,-6.26918,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,95.0,2,14,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,237,8,0,2016-03-20,2022-02-06,4.78,4.89,4.58,4.85,4.89,4.94,4.7,t,3,1,2,0,3.0,Dublin,Ireland,Satisfied,Less than 100
1421993,4435361,Georgia & Gar,2012-12-18,Not Specified,0.0,0.0,f,Trinity College,1,3,t,t,53.34668,-6.24758,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,300.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,56,0,0,2013-08-14,2017-04-23,4.76,4.73,4.71,4.85,4.83,4.69,4.48,f,1,0,1,0,0.51,Dublin,Ireland,Satisfied,Between 100 to 499
1447994,2401732,Maximilian,2012-05-17,Not Specified,0.0,0.0,f,Docklands,1,1,t,f,53.33993,-6.23329,Private room in rental unit,Private room,2,1 bath,1.0,1.0,75.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,3,0,0,2015-01-01,2015-02-14,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1,0,1,0,0.03,Dublin,Ireland,Very Satisfied,Less than 100
1466234,5940448,Elva,2013-04-15,within an hour,1.0,0.96,f,Crumlin,1,1,t,t,53.32894,-6.30413,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,40.0,4,150,4,4,1125,1125,4.0,1125.0,t,5,19,34,248,141,13,3,2013-08-19,2022-09-09,4.73,4.86,4.63,4.89,4.78,4.51,4.73,t,1,0,1,0,1.28,Dublin,Ireland,Satisfied,Less than 100
1488124,5605429,Eddy,2013-03-24,Not Specified,0.0,0.39,f,North City Central/O'Connel Street,1,7,t,t,53.35375,-6.24902,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,68.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,119,0,0,2013-08-13,2018-10-28,4.79,4.8,4.74,4.72,4.9,4.76,4.73,f,1,0,1,0,1.08,Dublin,Ireland,Satisfied,Less than 100
1501767,1878858,Gary,2012-03-07,within an hour,1.0,0.9,t,Bray Commons,2,7,t,t,53.20449,-6.11278,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,59.0,2,1125,2,5,1125,1125,2.0,1125.0,t,1,1,1,1,61,3,1,2013-09-10,2022-08-25,4.64,4.84,4.61,4.87,4.92,4.82,4.7,f,2,0,2,0,0.56,Bray,Ireland,Satisfied,Less than 100
1518845,8107028,Shay,2013-08-12,within an hour,1.0,0.4,f,Clontarf,2,2,t,t,53.3642,-6.18274,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,800.0,5,21,5,5,21,21,5.0,21.0,t,0,0,0,0,58,0,0,2013-08-19,2017-11-01,4.84,4.93,4.65,4.93,4.89,4.64,4.76,f,2,1,1,0,0.53,Dublin,Ireland,Satisfied,Between 500 to 999
1520036,6973475,Brendan,2013-06-18,a few days or more,0.2,0.01,f,Old City,1,2,t,t,53.34484,-6.27976,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,350.0,7,31,7,7,31,31,7.0,31.0,t,7,23,45,46,51,1,1,2013-09-30,2022-08-28,4.56,4.67,4.24,4.65,4.65,4.7,4.46,f,1,1,0,0,0.47,Dublin,Ireland,Satisfied,Between 100 to 499
1556554,1271983,Rachel & Justin,2011-10-10,within an hour,1.0,1.0,t,The Liberties,2,2,t,t,53.3369,-6.2836,Entire home,Entire home/apt,5,2 baths,3.0,3.0,294.0,3,1125,4,7,1125,1125,4.2,1125.0,t,0,1,1,1,19,6,1,2016-08-10,2022-08-15,4.89,5.0,5.0,5.0,5.0,4.56,4.72,f,1,1,0,0,0.26,Dublin,Ireland,Satisfied,Between 100 to 499
1559929,3745350,Natasha,2012-10-03,within a few hours,1.0,0.9,t,Portobello,2,3,t,t,53.33514,-6.26772,Private room in home,Private room,1,1 bath,1.0,1.0,85.0,2,4,2,2,4,4,2.0,4.0,t,0,1,1,81,60,7,0,2013-11-02,2022-04-28,4.92,4.93,4.95,4.93,4.95,4.92,4.95,f,2,0,2,0,0.56,Dublin,Ireland,Satisfied,Less than 100
1582908,8427433,Paula,2013-08-26,within a few hours,1.0,1.0,f,Not Specified,1,3,t,f,53.32523,-6.31216,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,85.0,3,28,3,3,28,28,3.0,28.0,t,7,37,67,67,64,1,1,2014-05-29,2022-09-05,4.83,4.84,4.9,4.79,4.88,4.61,4.78,f,1,0,1,0,0.63,Dublin,Ireland,Satisfied,Less than 100
1600779,3745350,Natasha,2012-10-03,within a few hours,1.0,0.9,t,Portobello,2,3,t,t,53.33511,-6.26875,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,110.0,2,4,2,2,4,4,2.0,4.0,t,0,0,3,84,73,3,0,2014-02-03,2022-06-04,4.9,4.89,4.86,4.94,4.96,4.88,4.79,f,2,0,2,0,0.7,Dublin,Ireland,Satisfied,Between 100 to 499
1717912,5429761,Bob,2013-03-12,Not Specified,0.0,0.0,f,Portobello,4,4,t,t,53.33851,-6.27289,Private room in home,Private room,2,1 shared bath,1.0,1.0,55.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,309,0,0,2015-05-17,2020-03-01,4.83,4.87,4.71,4.95,4.97,4.87,4.82,t,4,1,3,0,3.46,Not Specified,Ireland,Satisfied,Less than 100
1729959,9115187,Kim,2013-09-29,within a day,0.75,0.33,f,Dundrum,1,2,t,f,53.3065,-6.24719,Private room in home,Private room,6,1.5 baths,3.0,5.0,190.0,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,13,278,4,1,0,2015-04-05,2022-07-09,4.75,4.5,4.0,5.0,5.0,5.0,4.75,f,1,0,1,0,0.04,Dublin,Ireland,Satisfied,Between 100 to 499
1771007,9302663,Craig & Becks,2013-10-08,Not Specified,0.0,0.0,f,Not Specified,1,2,t,t,53.21096,-6.12187,Private room in home,Private room,2,1.5 baths,1.0,1.0,50.0,1,2,1,1,2,2,1.0,2.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,0,1,0,0.0,Bray,Ireland,Very Dissatisfied,Less than 100
1789253,8768901,Carolina,2013-09-11,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.34438,-6.27426,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,170.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,Madrid,Spain,Very Dissatisfied,Between 100 to 499
1797712,6325886,Jacinta,2013-05-10,within an hour,1.0,0.93,f,Clontarf,1,3,t,t,53.36275,-6.21449,Private room in home,Private room,2,1 bath,1.0,2.0,86.0,2,1125,2,2,1125,1125,2.0,1125.0,t,3,6,9,9,67,3,3,2014-05-24,2022-09-04,4.88,4.84,4.87,4.96,4.99,4.79,4.84,f,1,0,1,0,0.66,Dublin,Ireland,Satisfied,Less than 100
1804494,6650296,Fiona,2013-05-30,within an hour,1.0,1.0,f,Clontarf,2,5,t,t,53.36373,-6.20788,Entire home,Entire home/apt,3,1 bath,2.0,3.0,150.0,5,20,5,5,1125,1125,5.0,1125.0,t,10,14,14,110,107,5,2,2014-01-28,2022-09-07,4.88,4.94,4.77,4.97,4.96,4.9,4.84,t,2,2,0,0,1.02,Dublin,Ireland,Satisfied,Between 100 to 499
1896821,3826057,Eleanor,2012-10-10,Not Specified,0.0,0.0,f,Kilmainham,1,2,t,f,53.33951,-6.29259,Entire home,Entire home/apt,4,2 baths,2.0,2.0,150.0,2,14,2,2,14,14,2.0,14.0,t,0,0,0,0,18,0,0,2014-03-23,2018-11-25,4.53,4.76,4.94,4.94,4.94,4.59,4.59,f,1,1,0,0,0.17,Dublin,Ireland,Satisfied,Between 100 to 499
1906221,9084049,Jose&Vadym,2013-09-27,within an hour,1.0,0.86,t,Rialto,3,4,t,t,53.33688,-6.29419,Private room in condo,Private room,2,1 private bath,1.0,1.0,75.0,2,90,2,20,90,1125,6.0,483.4,t,0,0,3,67,512,14,4,2013-11-30,2022-08-28,4.89,4.92,4.94,4.94,4.98,4.61,4.82,f,3,0,3,0,4.79,Dublin,Ireland,Satisfied,Less than 100
1929739,9084049,Jose&Vadym,2013-09-27,within an hour,1.0,0.86,t,Rialto,3,4,t,t,53.33697,-6.29251,Private room in condo,Private room,4,2 baths,2.0,3.0,100.0,1,180,1,1,180,180,1.0,180.0,t,0,0,0,0,82,0,0,2013-12-03,2020-02-16,4.88,4.86,4.95,4.85,4.89,4.63,4.77,f,3,0,3,0,0.77,Dublin,Ireland,Satisfied,Between 100 to 499
1943366,1557844,Liam And Fiona,2012-01-02,within an hour,1.0,0.99,f,Stoneybatter/Arbour Hill,8,8,t,t,53.35691,-6.29164,Entire rental unit,Entire home/apt,6,1 bath,1.0,4.0,240.0,2,365,2,5,365,365,3.0,365.0,t,4,13,22,210,133,29,4,2014-05-11,2022-09-11,4.83,4.83,4.9,4.88,4.9,4.66,4.61,t,8,8,0,0,1.31,Kildare,Ireland,Satisfied,Between 100 to 499
1963074,10124896,Robyn,2013-11-19,within a few hours,1.0,0.91,f,Glasnevin,1,2,t,t,53.39105,-6.27775,Private room in home,Private room,2,1 private bath,1.0,1.0,105.0,1,1125,1,1,1125,1125,1.0,1125.0,t,2,16,40,248,616,94,6,2014-08-03,2022-08-29,4.97,4.98,4.98,4.98,4.98,4.81,4.92,f,1,0,1,0,6.24,Dublin,Ireland,Satisfied,Between 100 to 499
2026810,6782586,Mary,2013-06-07,within an hour,0.95,0.94,f,Ranelagh and Rathmines,2,3,t,t,53.32338,-6.25333,Private room in home,Private room,1,1 shared bath,1.0,1.0,53.0,3,1125,3,3,1125,1125,3.0,1125.0,t,2,8,21,245,292,31,3,2014-02-19,2022-09-11,4.73,4.76,4.74,4.85,4.86,4.86,4.73,f,2,0,2,0,2.8,Dublin,Ireland,Satisfied,Less than 100
2069629,10583714,Michelle,2013-12-12,Not Specified,0.0,0.0,f,North City Central/O'Connel Street,1,2,t,t,53.34665,-6.26371,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,95.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,64,0,0,2016-03-06,2019-06-13,4.68,4.84,4.86,4.9,5.0,4.75,4.68,f,1,1,0,0,0.81,Dublin,Ireland,Satisfied,Less than 100
2084913,5670240,Patricia,2013-03-28,a few days or more,0.33,0.0,f,Not Specified,1,2,t,t,53.34932,-6.26709,Private room in rental unit,Private room,2,1 bath,1.0,1.0,80.0,2,10,2,2,10,10,2.0,10.0,t,0,0,0,0,48,0,0,2015-03-15,2016-10-21,4.79,4.87,4.93,4.77,4.91,4.8,4.7,f,1,0,1,0,0.53,Dublin,Ireland,Satisfied,Less than 100
2121887,4681988,Gareth,2013-01-13,Not Specified,0.0,0.0,f,Not Specified,2,3,t,f,53.33914,-6.26709,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,70.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,7,0,0,2017-04-29,2018-01-28,4.71,5.0,4.57,4.71,4.43,5.0,4.86,f,1,1,0,0,0.11,Dublin,Ireland,Satisfied,Less than 100
2162973,1467387,Ali,2011-12-03,within a day,1.0,0.29,f,West Village,2,2,t,t,53.32147,-6.24967,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,125.0,14,1125,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,58,3,0,2014-01-17,2022-07-09,4.82,4.86,4.89,4.96,4.96,4.95,4.64,f,1,1,0,0,0.55,Dublin,Ireland,Satisfied,Between 100 to 499
2164444,11013512,Ben,2014-01-04,within an hour,1.0,0.97,f,Ranelagh and Rathmines,2,2,t,t,53.32889,-6.25116,Private room in townhouse,Private room,2,1.5 baths,1.0,1.0,80.0,2,5,2,3,5,5,2.1,5.0,t,1,1,1,1,477,72,3,2014-02-15,2022-08-28,4.51,4.62,4.41,4.82,4.73,4.8,4.56,f,2,0,2,0,4.57,Dublin,Ireland,Satisfied,Less than 100
2165074,11047034,Cynthia,2014-01-05,within an hour,1.0,1.0,f,Ballymun,3,3,t,t,53.39551,-6.26308,Entire rental unit,Entire home/apt,4,1 bath,1.0,7.0,120.0,3,15,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,121,6,2,2014-03-19,2022-08-29,4.83,4.87,4.92,4.93,4.95,4.32,4.75,t,1,1,0,0,1.17,Dublin,Ireland,Satisfied,Between 100 to 499
2202076,503635,Rory,2011-04-12,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.26852,-6.11418,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,100.0,3,7,3,3,7,7,3.0,7.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,Not Specified,Ireland,Very Dissatisfied,Between 100 to 499
2215722,11294447,Jim,2014-01-14,within a few hours,1.0,0.0,f,Clontarf,1,3,t,t,53.37106,-6.19743,Private room in home,Private room,2,1 shared bath,1.0,3.0,120.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,0,1,0,0.0,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
2283713,3888023,Daragh,2012-10-16,within a few hours,0.94,0.86,f,Grafton Street/St. Stephens Green,2,2,t,t,53.33408,-6.26463,Private room in rental unit,Private room,2,Shared half-bath,1.0,1.0,65.0,2,1001,2,2,1001,1001,2.0,1001.0,t,4,15,31,45,321,20,4,2014-04-05,2022-08-27,4.59,4.76,4.46,4.88,4.9,4.86,4.68,f,2,0,2,0,3.12,Dublin,Ireland,Satisfied,Less than 100
2295609,11725628,Martina,2014-01-28,Not Specified,0.0,0.0,f,Kilmainham,1,1,t,f,53.33821,-6.30562,Entire home,Entire home/apt,9,2.5 baths,5.0,5.0,180.0,7,21,7,7,21,21,7.0,21.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
2355991,12030797,Louise,2014-02-07,within a few hours,1.0,0.95,t,Not Specified,1,1,t,t,53.19501,-6.10093,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,120.0,6,1125,6,6,1125,1125,6.0,1125.0,t,6,23,24,197,56,10,1,2014-02-26,2022-09-03,4.94,4.98,4.98,4.91,4.96,4.94,4.92,f,1,1,0,0,0.54,Bray,Ireland,Satisfied,Between 100 to 499
2372993,6183939,Malin,2013-05-01,within a few hours,1.0,0.58,f,Temple Bar,1,4,t,t,53.34399,-6.26937,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,400.0,3,100,3,3,100,100,3.0,100.0,t,0,0,0,0,171,5,0,2014-03-19,2022-08-10,4.85,4.9,4.93,4.92,4.95,4.93,4.75,f,1,1,0,0,1.65, Dublin,Ireland,Satisfied,Between 100 to 499
2385640,12185528,Gareth,2014-02-12,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.28973,-6.1284,Entire home,Entire home/apt,10,4.5 baths,5.0,6.0,179.0,10,25,10,10,25,25,10.0,25.0,t,0,0,0,0,1,0,0,2018-07-19,2018-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.02,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
2394893,12173057,Maeve & Ken,2014-02-12,Not Specified,0.0,0.73,f,Santry,3,3,t,t,53.39058,-6.24692,Private room in bed and breakfast,Private room,2,1.5 shared baths,1.0,1.0,58.0,2,21,2,2,21,21,2.0,21.0,t,0,0,0,0,243,3,0,2014-05-26,2022-08-11,4.92,4.95,4.93,4.99,4.98,4.78,4.91,f,3,0,3,0,2.4,Dublin,Ireland,Satisfied,Less than 100
2415104,5580678,Lex,2013-03-22,within a few hours,1.0,0.8,t,Portobello,6,7,t,t,53.33364,-6.26584,Entire home,Entire home/apt,6,1.5 baths,2.0,4.0,450.0,5,1124,2,15,1124,1124,7.7,1124.0,t,8,34,64,328,253,11,1,2014-03-19,2022-08-13,4.9,4.92,4.74,4.92,4.95,4.93,4.72,f,6,2,4,0,2.45,Dublin,Ireland,Satisfied,Between 100 to 499
2427857,12173057,Maeve & Ken,2014-02-12,Not Specified,0.0,0.73,f,Santry,3,3,t,t,53.38949,-6.24701,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,58.0,2,21,2,2,21,21,2.0,21.0,t,0,0,0,0,249,0,0,2014-03-19,2020-03-08,4.96,4.96,4.93,4.99,4.98,4.79,4.9,f,3,0,3,0,2.41,Dublin,Ireland,Satisfied,Less than 100
2466169,11823727,Claudio,2014-01-31,within an hour,1.0,0.88,t,Not Specified,1,3,t,t,53.34526,-6.28195,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,128.0,3,90,3,15,90,90,3.6,90.0,t,1,4,4,4,213,9,0,2014-05-14,2022-08-08,4.65,4.78,4.71,4.84,4.87,4.66,4.54,f,1,1,0,0,2.1,Dublin,Ireland,Satisfied,Between 100 to 499
2471794,12640966,Dorothy,2014-02-27,within a few hours,0.9,0.91,f,Not Specified,1,1,t,t,53.2858,-6.13467,Private room in townhouse,Private room,2,1.5 baths,1.0,2.0,95.0,2,14,2,2,14,14,2.0,14.0,t,6,7,7,156,114,49,5,2014-05-26,2022-08-30,4.92,4.95,4.94,4.93,4.93,4.88,4.81,f,1,0,1,0,1.13,Dublin,Ireland,Satisfied,Less than 100
2481147,234243,Johnny,2010-09-14,within an hour,1.0,0.98,f,Temple Bar,32,41,t,t,53.34573,-6.23746,Entire serviced apartment,Entire home/apt,7,2 baths,3.0,5.0,753.0,3,1125,1,4,1125,1125,2.0,1125.0,t,2,3,23,69,27,10,1,2016-06-17,2022-08-20,4.56,4.48,4.67,4.37,4.74,4.85,4.59,t,31,30,1,0,0.36,Dublin,Ireland,Satisfied,Between 500 to 999
2489550,12036741,Micheál,2014-02-07,within an hour,0.97,0.93,t,Temple Bar,23,30,t,f,53.3436,-6.2673,Entire condo,Entire home/apt,2,1 bath,1.0,2.0,146.0,14,1125,14,18,1125,1125,14.2,1125.0,t,10,22,43,133,451,12,2,2014-06-03,2022-08-29,4.89,4.95,4.88,4.93,4.95,4.98,4.78,f,20,20,0,0,4.47,Dublin,Ireland,Satisfied,Between 100 to 499
2514537,12701356,Amy,2014-03-01,Not Specified,0.0,0.0,f,Not Specified,1,1,t,f,53.36559,-6.22861,Entire home,Entire home/apt,5,2 baths,3.0,3.0,110.0,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,0,2,0,0,2017-08-16,2018-04-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.03,Dublin,Ireland,Very Satisfied,Between 100 to 499
2538861,12999579,Nico,2014-03-10,Not Specified,0.0,0.0,f,The Liberties,1,1,t,t,53.33118,-6.26881,Private room in rental unit,Private room,1,1 bath,1.0,1.0,40.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,0,1,0,0.0,Tübingen,Germany,Very Dissatisfied,Less than 100
2574203,13054321,Conor,2014-03-12,within an hour,1.0,0.88,t,Ballyfermot,1,1,t,t,53.34223,-6.33011,Private room in townhouse,Private room,1,1 shared bath,1.0,1.0,51.0,2,3,2,2,3,3,2.0,3.0,t,3,16,36,167,371,59,6,2014-03-21,2022-09-06,4.91,4.96,4.96,4.92,4.94,4.7,4.89,f,1,0,1,0,3.59,Dublin,Ireland,Satisfied,Less than 100
2607040,13350457,Lisa,2014-03-20,within an hour,1.0,0.92,f,Portobello,1,1,t,t,53.33461,-6.27329,Tiny home,Entire home/apt,2,1 bath,1.0,1.0,120.0,3,1125,3,4,1125,1125,3.7,1125.0,t,0,0,0,0,56,10,2,2014-04-22,2022-08-22,4.73,4.85,4.53,4.83,4.91,4.74,4.74,f,1,1,0,0,0.55,Dublin,Ireland,Satisfied,Between 100 to 499
2610590,5550624,Aideen,2013-03-20,Not Specified,0.0,0.0,f,The Liberties,1,3,t,t,53.33665,-6.27844,Entire home,Entire home/apt,6,2 baths,3.0,4.0,160.0,2,10,2,2,10,10,2.0,10.0,t,0,0,0,0,2,0,0,2016-09-04,2020-03-13,4.0,4.0,4.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.03,Dublin,Ireland,Satisfied,Between 100 to 499
2614726,13013536,Corina,2014-03-11,Not Specified,0.0,0.0,f,Drumcondra,3,4,t,t,53.36343,-6.24903,Private room in rental unit,Private room,2,2 baths,1.0,1.0,110.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,6,0,0,2014-05-26,2015-01-02,4.5,4.6,4.2,4.6,4.8,4.6,4.2,t,1,0,1,0,0.06,Dublin,Ireland,Satisfied,Between 100 to 499
2620389,12076665,Erik,2014-02-09,Not Specified,0.0,0.0,f,Stoneybatter/Arbour Hill,1,2,t,t,53.35186,-6.27579,Shared room in condo,Shared room,1,1 shared bath,1.0,1.0,38.0,1,25,1,1,25,25,1.0,25.0,t,0,0,0,0,6,0,0,2016-08-21,2016-09-11,4.17,4.2,4.0,3.83,4.5,4.17,3.83,f,1,0,0,1,0.08,Dublin,Ireland,Regular,Less than 100
2635493,67159,John,2010-01-02,Not Specified,0.0,0.0,f,Donnybrook,1,1,t,t,53.31822,-6.23711,Entire home,Entire home/apt,4,2 baths,3.0,4.0,200.0,1,28,1,1,28,28,1.0,28.0,t,0,0,0,0,1,0,0,2014-09-30,2014-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.01,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
2642164,13527218,Ted,2014-03-25,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.37994,-6.06,Private room in bungalow,Private room,2,1 private bath,1.0,2.0,66.0,2,7,2,2,7,7,2.0,7.0,t,0,0,0,0,39,0,0,2014-06-01,2019-10-19,4.92,4.95,4.95,5.0,5.0,4.92,4.89,t,1,0,1,0,0.39,Dublin,Ireland,Satisfied,Less than 100
2647405,9924228,Barry,2013-11-10,Not Specified,0.0,0.0,f,Docklands,1,1,t,t,53.33974,-6.23378,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,65.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,70,0,0,2014-04-20,2018-04-24,4.61,4.73,4.41,4.79,4.79,4.49,4.57,f,1,0,1,0,0.68,Toronto,Canada,Satisfied,Less than 100
2671586,13675875,Bernadette,2014-03-29,Not Specified,0.0,0.0,f,Santry,2,3,t,f,53.38946,-6.24341,Entire home,Entire home/apt,5,2 baths,3.0,3.0,97.0,7,25,7,7,25,25,7.0,25.0,t,0,0,0,0,1,0,0,2016-07-23,2016-07-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.01,Dublin,Ireland,Very Satisfied,Less than 100
2685349,13736584,Rachel,2014-03-31,Not Specified,0.0,0.0,f,Ballsbridge,2,2,t,t,53.33408,-6.23764,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,290.0,2,60,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,106,0,0,2014-07-02,2016-12-18,4.87,4.91,4.85,4.96,4.99,4.83,4.7,t,2,2,0,0,1.06,Dublin,Ireland,Satisfied,Between 100 to 499
2686112,13748399,Antonio,2014-03-31,within an hour,0.9,0.51,f,Not Specified,1,1,t,t,53.35322,-6.26188,Private room in rental unit,Private room,2,2 baths,1.0,1.0,157.0,3,1125,3,3,1125,1125,3.0,1125.0,t,16,22,42,43,72,9,0,2014-04-15,2022-06-26,4.61,4.72,4.62,4.81,4.77,4.9,4.69,f,1,0,1,0,0.7,Dublin,Ireland,Satisfied,Between 100 to 499
2691951,11437558,Laura,2014-01-19,within an hour,1.0,0.98,t,Booterstown,1,1,t,t,53.31019,-6.20477,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,243.0,2,14,2,2,14,14,2.0,14.0,t,4,23,53,271,69,35,3,2019-12-06,2022-09-03,4.94,4.96,5.0,4.99,5.0,4.91,4.75,f,1,1,0,0,2.05,Dublin,Ireland,Satisfied,Between 100 to 499
